Date,WD,value
3/27/13,21700,A
3/28/13,18700,A
3/29/13,16700,A
3/30/13,16300,A
3/31/13,17700,A
4/1/13,21500,A
4/2/13,19700,A
4/3/13,19200,A
4/4/13,20700,A
4/5/13,16000,A
4/6/13,20600,A
4/7/13,25200,A
4/8/13,23400,A
4/9/13,19800,A
4/10/13,16200,A
4/11/13,16300,A
4/12/13,17800,A
4/13/13,31000,A
4/14/13,35200,A
4/15/13,29100,A
4/16/13,23900,A
4/17/13,21100,A
4/18/13,21700,A
4/19/13,19500,A
4/20/13,20600,A
4/21/13,23900,A
4/22/13,24900,A
4/23/13,19200,A
4/24/13,16700,A
4/25/13,17000,A
4/26/13,14500,A
4/27/13,12400,A
4/28/13,11500,A
4/29/13,11400,A
4/30/13,12100,A
5/1/13,12900,A
5/2/13,12300,A
5/3/13,9540,A
5/4/13,9840,A
5/5/13,9620,A
5/6/13,9420,A
5/7/13,13700,A
5/8/13,56500,A
5/9/13,75500,A
5/10/13,66900,A
5/11/13,51500,A
5/12/13,41500,A
5/13/13,36900,A
5/14/13,29300,A
5/15/13,22600,A
5/16/13,20900,A
5/17/13,19200,A
5/18/13,16200,A
5/19/13,16400,A
5/20/13,15400,A
5/21/13,16300,A
5/22/13,18300,A
5/23/13,19000,A
5/24/13,17500,A
5/25/13,17300,A
5/26/13,16800,A
5/27/13,13400,A
5/28/13,12000,A
5/29/13,10100,A
5/30/13,10400,A
5/31/13,9240,A
6/1/13,8120,A
6/2/13,8790,A
6/3/13,8500,A
6/4/13,8730,A
6/5/13,8630,A
6/6/13,8860,A
6/7/13,9390,A
6/8/13,19200,A
6/9/13,17500,A
6/10/13,14600,A
6/11/13,19200,A
6/12/13,28500,A
6/13/13,28300,A
6/14/13,49000,A
6/15/13,45700,A
6/16/13,28600,A
6/17/13,18600,A
6/18/13,20200,A
6/19/13,31500,A
6/20/13,29400,A
6/21/13,22300,A
6/22/13,14500,A
6/23/13,13700,A
6/24/13,10300,A
6/25/13,9170,A
6/26/13,9140,A
6/27/13,11100,A
6/28/13,11100,A
6/29/13,12000,A
6/30/13,10500,A
7/1/13,8980,A
7/2/13,13300,A:e
7/3/13,16500,A
7/4/13,24500,A
7/5/13,31600,A
7/6/13,38900,A
7/7/13,39900,A
7/8/13,34700,A
7/9/13,27000,A
7/10/13,20300,A
7/11/13,22900,A
7/12/13,27400,A
7/13/13,28900,A
7/14/13,23000,A
7/15/13,17300,A
7/16/13,14100,A
7/17/13,16500,A
7/18/13,12600,A
7/19/13,11100,A
7/20/13,17500,A
7/21/13,16100,A
7/22/13,19400,A
7/23/13,21500,A
7/24/13,22900,A
7/25/13,19300,A
7/26/13,15700,A
7/27/13,12100,A
7/28/13,17500,A:e
7/29/13,31300,A:e
7/30/13,22200,A
7/31/13,16200,A
8/1/13,13500,A
8/2/13,11600,A
8/3/13,12400,A
8/4/13,10600,A
8/5/13,9000,A
8/6/13,8990,A
8/7/13,8740,A
8/8/13,9330,A
8/9/13,12000,A
8/10/13,17200,A
8/11/13,24900,A
8/12/13,26300,A
8/13/13,20800,A
8/14/13,16800,A:e
8/15/13,17500,A:e
8/16/13,15700,A:e
8/17/13,11900,A:e
8/18/13,9100,A:e
8/19/13,9430,A:e
8/20/13,11500,A:e
8/21/13,14500,A:e
8/22/13,12900,A:e
8/23/13,10400,A:e
8/24/13,12600,A:e
8/25/13,9930,A:e
8/26/13,9180,A:e
8/27/13,8410,A:e
8/28/13,7790,A:e
8/29/13,8870,A:e
8/30/13,10300,A
8/31/13,13100,A
9/1/13,11300,A
9/2/13,9960,A
9/3/13,9170,A
9/4/13,7190,A
9/5/13,7100,A
9/6/13,6970,A
9/7/13,6910,A
9/8/13,6600,A
9/9/13,5290,A
9/10/13,5390,A
9/11/13,4680,A
9/12/13,5330,A
9/13/13,4970,A
9/14/13,6390,A
9/15/13,6200,A
9/16/13,5440,A
9/17/13,6170,A
9/18/13,7840,A
9/19/13,7960,A
9/20/13,9520,A
9/21/13,11200,A
9/22/13,15300,A
9/23/13,13200,A
9/24/13,11800,A
9/25/13,11900,A:e
9/26/13,10900,A
9/27/13,8800,A
9/28/13,7070,A
9/29/13,6040,A
9/30/13,6480,A
10/1/13,6370,A
10/2/13,6850,A
10/3/13,8340,A
10/4/13,7760,A
10/5/13,5430,A
10/6/13,5800,A
10/7/13,6430,A
10/8/13,4340,A
10/9/13,5870,A
10/10/13,5930,A
10/11/13,5100,A
10/12/13,3960,A
10/13/13,6080,A
10/14/13,5970,A
10/15/13,3590,A
10/16/13,4280,A
10/17/13,4010,A
10/18/13,3540,A
10/19/13,4000,A
10/20/13,5700,A
10/21/13,5170,A
10/22/13,3850,A
10/23/13,4050,A
10/24/13,4120,A
10/25/13,3710,A
10/26/13,3170,A
10/27/13,3510,A
10/28/13,3120,A
10/29/13,3870,A
10/30/13,3210,A
10/31/13,4180,A
11/1/13,6340,A
11/2/13,8170,A
11/3/13,8040,A
11/4/13,8190,A
11/5/13,8720,A
11/6/13,6940,A
11/7/13,6330,A
11/8/13,5690,A
11/9/13,5630,A
11/10/13,5710,A
11/11/13,5100,A
11/12/13,4900,A
11/13/13,4440,A
11/14/13,4630,A
11/15/13,3880,A
11/16/13,3860,A
11/17/13,3590,A
11/18/13,5050,A
11/19/13,6540,A
11/20/13,5730,A
11/21/13,5300,A
11/22/13,5640,A
11/23/13,6620,A
11/24/13,6650,A
11/25/13,6310,A
11/26/13,7700,A
11/27/13,28500,A
11/28/13,46400,A
11/29/13,39100,A
11/30/13,28300,A
12/1/13,20600,A
12/2/13,16900,A
12/3/13,15200,A
12/4/13,11600,A
12/5/13,10200,A
12/6/13,30800,A
12/7/13,73500,A
12/8/13,55100,A
12/9/13,58900,A
12/10/13,65700,A
12/11/13,60800,A
12/12/13,46000,A
12/13/13,33600,A
12/14/13,22900,A
12/15/13,23900,A
12/16/13,21500,A
12/17/13,20800,A
12/18/13,21700,A
12/19/13,18900,A
12/20/13,16900,A
12/21/13,15800,A
12/22/13,27200,A
12/23/13,52800,A
12/24/13,71800,A
12/25/13,63600,A
12/26/13,46100,A
12/27/13,33600,A
12/28/13,24000,A
12/29/13,26100,A
12/30/13,64700,A
12/31/13,64100,A
1/1/14,43900,A
1/2/14,32500,A
1/3/14,26100,A
1/4/14,21400,A
1/5/14,18000,A
1/6/14,17000,A:e
1/7/14,17600,A:e
1/8/14,16100,A
1/9/14,16100,A
1/10/14,13500,A
1/11/14,18600,A
1/12/14,31100,A
1/13/14,39700,A
1/14/14,37500,A
1/15/14,33000,A
1/16/14,26300,A
1/17/14,23500,A
1/18/14,20700,A
1/19/14,17400,A
1/20/14,14000,A
1/21/14,12100,A
1/22/14,12900,A
1/23/14,13600,A:e
1/24/14,11500,A:e
1/25/14,7160,A
1/26/14,8390,A
1/27/14,7770,A
1/28/14,6800,A
1/29/14,8680,A
1/30/14,9480,A
1/31/14,8440,A
2/1/14,7560,A
2/2/14,8850,A
2/3/14,28900,A
2/4/14,72100,A
2/5/14,72500,A
2/6/14,61200,A
2/7/14,44000,A:e
2/8/14,33000,A
2/9/14,26100,A
2/10/14,21000,A:e
2/11/14,17200,A
2/12/14,14800,A
2/13/14,14100,A
2/14/14,12500,A
2/15/14,14600,A
2/16/14,14600,A
2/17/14,14900,A
2/18/14,12200,A
2/19/14,19000,A
2/20/14,35800,A
2/21/14,55500,A
2/22/14,74400,A
2/23/14,70600,A
2/24/14,54800,A
2/25/14,34100,A
2/26/14,28000,A
2/27/14,22400,A
2/28/14,21600,A:e
3/1/14,17600,A
3/2/14,14900,A
3/3/14,19300,A:e
3/4/14,24700,A:e
3/5/14,24900,A
3/6/14,26500,A
3/7/14,23900,A
3/8/14,25300,A
3/9/14,24300,A
3/10/14,21600,A
3/11/14,22000,A
3/12/14,21000,A
3/13/14,20700,A:e
3/14/14,22100,A
3/15/14,20600,A
3/16/14,16300,A
3/17/14,15700,A
3/18/14,16700,A
3/19/14,18300,A
3/20/14,19000,A
3/21/14,19200,A
3/22/14,20900,A
3/23/14,18900,A
3/24/14,15100,A
3/25/14,14900,A
3/26/14,14800,A
3/27/14,12400,A
3/28/14,12300,A
3/29/14,13300,A
3/30/14,28500,A
3/31/14,35500,A
4/1/14,33900,A
4/2/14,25100,A
4/3/14,19400,A
4/4/14,25900,A
4/5/14,27300,A
4/6/14,23400,A
4/7/14,21100,A
4/8/14,21700,A
4/9/14,27700,A
4/10/14,23500,A
4/11/14,18300,A
4/12/14,16800,A
4/13/14,14300,A
4/14/14,12800,A
4/15/14,11500,A
4/16/14,12800,A
4/17/14,11900,A
4/18/14,17700,A
4/19/14,11900,A
4/20/14,9660,A
4/21/14,8950,A
4/22/14,10500,A
4/23/14,9310,A
4/24/14,8100,A
4/25/14,8300,A
4/26/14,8320,A
4/27/14,9660,A
4/28/14,11000,A
4/29/14,11700,A
4/30/14,18400,A
5/1/14,24100,A
5/2/14,21400,A
5/3/14,14600,A
5/4/14,15700,A
5/5/14,14200,A
5/6/14,11300,A
5/7/14,9950,A
5/8/14,9850,A
5/9/14,8710,A
5/10/14,7670,A
5/11/14,9390,A
5/12/14,9550,A
5/13/14,9150,A
5/14/14,9760,A
5/15/14,10100,A
5/16/14,43800,A
5/17/14,80200,A
5/18/14,53100,A
5/19/14,34900,A
5/20/14,25400,A
5/21/14,18100,A
5/22/14,13700,A
5/23/14,13200,A
5/24/14,10900,A
5/25/14,8410,A
5/26/14,7890,A
5/27/14,7360,A
5/28/14,7180,A
5/29/14,5350,A
5/30/14,5720,A:e
5/31/14,6090,A
6/1/14,6110,A
6/2/14,5650,A
6/3/14,5020,A
6/4/14,5370,A
6/5/14,10100,A
6/6/14,8580,A
6/7/14,9640,A
6/8/14,7600,A
6/9/14,6540,A
6/10/14,5170,A
6/11/14,6570,A
6/12/14,8750,A
6/13/14,9140,A
6/14/14,8930,A
6/15/14,7410,A
6/16/14,5820,A
6/17/14,5300,A
6/18/14,3890,A
6/19/14,3800,A
6/20/14,4510,A
6/21/14,4730,A
6/22/14,4250,A
6/23/14,5080,A
6/24/14,4660,A
6/25/14,4550,A
6/26/14,3900,A
6/27/14,3570,A
6/28/14,3730,A
6/29/14,3410,A
6/30/14,3830,A
7/1/14,3540,A
7/2/14,3200,A
7/3/14,3100,A
7/4/14,2930,A
7/5/14,2500,A
7/6/14,2850,A
7/7/14,3000,A
7/8/14,3230,A
7/9/14,3200,A:e
7/10/14,2760,A:e
7/11/14,2760,A:e
7/12/14,2340,A
7/13/14,2880,A:e
7/14/14,3100,A
7/15/14,3170,A
7/16/14,2930,A
7/17/14,3200,A:e
7/18/14,2910,A
7/19/14,3430,A
7/20/14,2520,A
7/21/14,2510,A
7/22/14,2240,A:e
7/23/14,2680,A:e
7/24/14,3690,A
7/25/14,3140,A
7/26/14,4080,A
7/27/14,3190,A
7/28/14,4320,A
7/29/14,3080,A:e
7/30/14,2810,A
7/31/14,2730,A
8/1/14,2740,A:e
8/2/14,2740,A:e
8/3/14,3290,A
8/4/14,3300,A:e
8/5/14,3250,A
8/6/14,2980,A
8/7/14,2780,A:e
8/8/14,2580,A:e
8/9/14,2460,A
8/10/14,6230,A
8/11/14,6740,A
8/12/14,5100,A
8/13/14,5030,A
8/14/14,7030,A
8/15/14,7390,A
8/16/14,4310,A
8/17/14,3530,A
8/18/14,3350,A
8/19/14,3250,A
8/20/14,5400,A
8/21/14,5500,A
8/22/14,6580,A
8/23/14,8180,A
8/24/14,6840,A
8/25/14,5910,A
8/26/14,5160,A
8/27/14,4360,A
8/28/14,4160,A
8/29/14,3400,A:e
8/30/14,2660,A
8/31/14,3500,A
9/1/14,3000,A
9/2/14,3490,A
9/3/14,4120,A
9/4/14,3610,A
9/5/14,4950,A
9/6/14,6170,A
9/7/14,7150,A
9/8/14,6790,A
9/9/14,6470,A
9/10/14,7190,A
9/11/14,5510,A
9/12/14,4850,A
9/13/14,6500,A
9/14/14,5720,A
9/15/14,6500,A
9/16/14,7390,A
9/17/14,4260,A
9/18/14,3870,A
9/19/14,3780,A
9/20/14,5080,A
9/21/14,5170,A
9/22/14,4860,A
9/23/14,4350,A
9/24/14,3360,A
9/25/14,2820,A
9/26/14,2560,A
9/27/14,3290,A
9/28/14,4010,A
9/29/14,3840,A
9/30/14,3320,A:e
10/1/14,3090,A
10/2/14,2980,A
10/3/14,3180,A
10/4/14,3790,A
10/5/14,4180,A
10/6/14,3400,A:e
10/7/14,3420,A
10/8/14,6630,A
10/9/14,6440,A
10/10/14,7680,A
10/11/14,8160,A
10/12/14,9020,A
10/13/14,8910,A
10/14/14,10200,A
10/15/14,16400,A
10/16/14,30500,A
10/17/14,38500,A
10/18/14,19000,A
10/19/14,17900,A
10/20/14,13800,A
10/21/14,8510,A
10/22/14,7560,A
10/23/14,6850,A
10/24/14,5870,A
10/25/14,5880,A
10/26/14,6280,A
10/27/14,4820,A
10/28/14,4530,A
10/29/14,6220,A
10/30/14,5960,A
10/31/14,5380,A
11/1/14,6440,A
11/2/14,7450,A
11/3/14,7470,A
11/4/14,7350,A
11/5/14,7410,A
11/6/14,6880,A
11/7/14,8550,A
11/8/14,13700,A
11/9/14,13600,A
11/10/14,13000,A
11/11/14,12500,A
11/12/14,9800,A
11/13/14,8390,A
11/14/14,7640,A
11/15/14,6370,A
11/16/14,6330,A
11/17/14,7260,A
11/18/14,8630,A
11/19/14,9500,A
11/20/14,12800,A
11/21/14,11000,A
11/22/14,8350,A
11/23/14,8130,A
11/24/14,7930,A
11/25/14,9240,A
11/26/14,13100,A
11/27/14,17100,A
11/28/14,17600,A
11/29/14,19300,A
11/30/14,14100,A
12/1/14,12000,A
12/2/14,11900,A
12/3/14,18200,A
12/4/14,30700,A
12/5/14,28900,A
12/6/14,34600,A
12/7/14,50300,A
12/8/14,43600,A
12/9/14,35300,A
12/10/14,27100,A
12/11/14,22300,A
12/12/14,17300,A
12/13/14,13000,A
12/14/14,11500,A
12/15/14,8480,A
12/16/14,8870,A
12/17/14,9710,A
12/18/14,12500,A
12/19/14,13400,A
12/20/14,12700,A
12/21/14,11000,A
12/22/14,8460,A
12/23/14,8150,A
12/24/14,7270,A
12/25/14,12300,A
12/26/14,16600,A
12/27/14,18100,A
12/28/14,15900,A
12/29/14,13200,A
12/30/14,13800,A
12/31/14,13800,A
1/1/15,13300,A
1/2/15,12300,A
1/3/15,11400,A
1/4/15,13900,A
1/5/15,18200,A
1/6/15,25100,A
1/7/15,23700,A
1/8/15,19300,A
1/9/15,14500,A
1/10/15,12300,A
1/11/15,9590,A
1/12/15,8380,A
1/13/15,11100,A
1/14/15,10700,A
1/15/15,11300,A
1/16/15,10600,A
1/17/15,10200,A
1/18/15,8340,A
1/19/15,8250,A
1/20/15,7770,A
1/21/15,9290,A
1/22/15,6220,A
1/23/15,6500,A
1/24/15,8550,A
1/25/15,16000,A
1/26/15,18000,A
1/27/15,19000,A
1/28/15,17900,A
1/29/15,14900,A
1/30/15,14100,A
1/31/15,11200,A
2/1/15,9760,A
2/2/15,14000,A
2/3/15,21800,A
2/4/15,24000,A
2/5/15,21700,A
2/6/15,17000,A
2/7/15,14100,A
2/8/15,12000,A
2/9/15,11100,A
2/10/15,11700,A
2/11/15,13000,A
2/12/15,14400,A
2/13/15,13500,A
2/14/15,11100,A
2/15/15,10500,A
2/16/15,7140,A
2/17/15,8120,A
2/18/15,6940,A
2/19/15,6940,A
2/20/15,6130,A
2/21/15,7310,A
2/22/15,12500,A
2/23/15,14900,A
2/24/15,14400,A
2/25/15,15800,A
2/26/15,13900,A
2/27/15,13600,A
2/28/15,10500,A
3/1/15,9780,A
3/2/15,15100,A
3/3/15,24700,A
3/4/15,62300,A
3/5/15,124000,A:e
3/6/15,105000,A
3/7/15,84600,A
3/8/15,70100,A
3/9/15,59900,A
3/10/15,58900,A
3/11/15,89600,A
3/12/15,109000,A
3/13/15,103000,A
3/14/15,67700,A
3/15/15,72600,A
3/16/15,71900,A
3/17/15,58600,A
3/18/15,46800,A
3/19/15,34900,A
3/20/15,30200,A
3/21/15,31400,A
3/22/15,30600,A
3/23/15,26500,A
3/24/15,23000,A
3/25/15,20300,A
3/26/15,16700,A
3/27/15,18700,A
3/28/15,21600,A
3/29/15,21600,A
3/30/15,19600,A
3/31/15,16800,A
4/1/15,15200,A
4/2/15,10400,A
4/3/15,14800,A
4/4/15,56800,A
4/5/15,62800,A
4/6/15,42000,A
4/7/15,27600,A
4/8/15,22500,A
4/9/15,26300,A
4/10/15,38900,A
4/11/15,45300,A
4/12/15,34700,A
4/13/15,26200,A
4/14/15,33600,A
4/15/15,70700,A
4/16/15,74600,A
4/17/15,52800,A
4/18/15,39100,A
4/19/15,31300,A
4/20/15,32500,A
4/21/15,63700,A
4/22/15,69400,A
4/23/15,60600,A
4/24/15,49800,A
4/25/15,31900,A
4/26/15,32400,A
4/27/15,37900,A
4/28/15,34300,A
4/29/15,28400,A
4/30/15,21700,A
5/1/15,20500,A
5/2/15,18700,A
5/3/15,19200,A
5/4/15,15900,A
5/5/15,14000,A
5/6/15,11600,A
5/7/15,10900,A
5/8/15,9450,A
5/9/15,8620,A
5/10/15,8170,A
5/11/15,8370,A
5/12/15,7630,A
5/13/15,6960,A
5/14/15,6620,A
5/15/15,6730,A
5/16/15,6530,A
5/17/15,6300,A
5/18/15,6900,A
5/19/15,7320,A
5/20/15,5510,A
5/21/15,6370,A
5/22/15,5290,A
5/23/15,5800,A
5/24/15,5200,A
5/25/15,5030,A
5/26/15,4370,A
5/27/15,5000,A
5/28/15,4160,A
5/29/15,4130,A
5/30/15,4510,A
5/31/15,3980,A
6/1/15,4570,A
6/2/15,5700,A
6/3/15,4590,A
6/4/15,4430,A
6/5/15,5770,A
6/6/15,4830,A
6/7/15,4330,A
6/8/15,4710,A
6/9/15,4800,A
6/10/15,4690,A
6/11/15,4470,A
6/12/15,5390,A
6/13/15,4820,A
6/14/15,4620,A
6/15/15,4090,A
6/16/15,4230,A
6/17/15,4440,A
6/18/15,6250,A
6/19/15,8830,A
6/20/15,6320,A
6/21/15,10500,A
6/22/15,14400,A
6/23/15,11300,A
6/24/15,8590,A
6/25/15,7040,A
6/26/15,8010,A
6/27/15,15600,A
6/28/15,32000,A
6/29/15,33400,A
6/30/15,23600,A
7/1/15,16100,A
7/2/15,12300,A
7/3/15,11300,A
7/4/15,11600,A
7/5/15,15700,A
7/6/15,16000,A
7/7/15,21900,A
7/8/15,25000,A
7/9/15,30600,A
7/10/15,29500,A
7/11/15,56000,A
7/12/15,45600,A
7/13/15,38300,A
7/14/15,58800,A
7/15/15,65800,A
7/16/15,58300,A
7/17/15,43700,A
7/18/15,28000,A
7/19/15,19400,A
7/20/15,13600,A
7/21/15,12400,A
7/22/15,14800,A
7/23/15,11600,A
7/24/15,8780,A
7/25/15,6030,A
7/26/15,5750,A
7/27/15,5330,A
7/28/15,4600,A
7/29/15,5280,A
7/30/15,6590,A
7/31/15,9000,A
8/1/15,6710,A
8/2/15,5670,A
8/3/15,4940,A
8/4/15,3950,A
8/5/15,3480,A
8/6/15,3160,A
8/7/15,3350,A
8/8/15,3530,A
8/9/15,3700,A
8/10/15,4020,A
8/11/15,5370,A
8/12/15,5800,A
8/13/15,7470,A
8/14/15,5020,A
8/15/15,4490,A
8/16/15,3220,A
8/17/15,2700,A
8/18/15,3990,A
8/19/15,4880,A
8/20/15,5040,A
8/21/15,4730,A
8/22/15,3920,A
8/23/15,3560,A
8/24/15,4090,A
8/25/15,3530,A
8/26/15,2570,A
8/27/15,3150,A
8/28/15,2700,A
8/29/15,2640,A
8/30/15,2600,A
8/31/15,2580,A
9/1/15,2150,A
9/2/15,1660,A
9/3/15,2040,A
9/4/15,2580,A
9/5/15,2150,A
9/6/15,2230,A
9/7/15,2320,A
9/8/15,2050,A
9/9/15,2510,A
9/10/15,3920,A
9/11/15,4300,A
9/12/15,3670,A
9/13/15,4210,A
9/14/15,3660,A
9/15/15,3540,A
9/16/15,2180,A
9/17/15,2420,A
9/18/15,2630,A
9/19/15,3740,A
9/20/15,3520,A
9/21/15,3200,A
9/22/15,3020,A
9/23/15,2780,A
9/24/15,2460,A
9/25/15,2710,A
9/26/15,4170,A
9/27/15,4070,A
9/28/15,3770,A
9/29/15,11600,A
9/30/15,21200,A
10/1/15,32900,A
10/2/15,30400,A
10/3/15,20400,A
10/4/15,11800,A
10/5/15,25800,A
10/6/15,21100,A
10/7/15,13000,A
10/8/15,11100,A
10/9/15,10000,A
10/10/15,8710,A
10/11/15,7350,A
10/12/15,7830,A
10/13/15,8120,A
10/14/15,7320,A
10/15/15,4510,A
10/16/15,5740,A
10/17/15,4730,A
10/18/15,5310,A
10/19/15,5340,A
10/20/15,4150,A
10/21/15,4490,A
10/22/15,2970,A
10/23/15,3530,A
10/24/15,3360,A
10/25/15,4010,A
10/26/15,4720,A
10/27/15,3640,A
10/28/15,4170,A
10/29/15,6140,A
10/30/15,26400,A
10/31/15,17200,A
11/1/15,11400,A
11/2/15,9730,A
11/3/15,10700,A
11/4/15,9080,A
11/5/15,9190,A
11/6/15,12900,A
11/7/15,10600,A
11/8/15,9350,A
11/9/15,8500,A
11/10/15,8720,A
11/11/15,16600,A
11/12/15,29000,A
11/13/15,20800,A
11/14/15,15400,A
11/15/15,14400,A
11/16/15,11800,A
11/17/15,11100,A
11/18/15,7450,A
11/19/15,8560,A
11/20/15,28500,A
11/21/15,41500,A
11/22/15,29700,A
11/23/15,19200,A
11/24/15,16400,A
11/25/15,12200,A
11/26/15,11200,A
11/27/15,10100,A
11/28/15,9930,A
11/29/15,11300,A
11/30/15,10300,A
12/1/15,14100,A
12/2/15,41000,A
12/3/15,66500,A
12/4/15,64500,A
12/5/15,49300,A
12/6/15,30600,A
12/7/15,20600,A
12/8/15,18100,A
12/9/15,16100,A
12/10/15,11600,A
12/11/15,13300,A
12/12/15,10400,A
12/13/15,11200,A
12/14/15,8780,A
12/15/15,7590,A
12/16/15,8750,A
12/17/15,11000,A
12/18/15,12700,A
12/19/15,18600,A
12/20/15,18800,A
12/21/15,14000,A
12/22/15,14400,A
12/23/15,16600,A
12/24/15,18200,A
12/25/15,46600,A
12/26/15,77300,A
12/27/15,64700,A
12/28/15,51800,A
12/29/15,40200,A
12/30/15,31400,A
12/31/15,28700,A
1/1/16,25700,A
1/2/16,20800,A
1/3/16,17800,A
1/4/16,16000,A
1/5/16,13200,A
1/6/16,13000,A
1/7/16,12600,A
1/8/16,10300,A
1/9/16,9340,A
1/10/16,10900,A
1/11/16,12200,A
1/12/16,16400,A
1/13/16,17600,A
1/14/16,13600,A
1/15/16,13000,A
1/16/16,11500,A
1/17/16,13300,A
1/18/16,15600,A
1/19/16,13600,A
1/20/16,13800,A
1/21/16,9520,A
1/22/16,9110,A
1/23/16,11800,A
1/24/16,11800,A
1/25/16,8050,A
1/26/16,10400,A
1/27/16,14300,A
1/28/16,19100,A
1/29/16,21400,A
1/30/16,21800,A
1/31/16,23400,A
2/1/16,36400,A
2/2/16,53200,A
2/3/16,63300,A
2/4/16,72100,A
2/5/16,77100,A
2/6/16,59900,A
2/7/16,44800,A
2/8/16,29200,A
2/9/16,22500,A
2/10/16,20700,A
2/11/16,18000,A
2/12/16,13700,A
2/13/16,12600,A
2/14/16,11900,A
2/15/16,10700,A
2/16/16,15800,A
2/17/16,24300,A
2/18/16,43100,A
2/19/16,33700,A
2/20/16,29400,A
2/21/16,34900,A
2/22/16,70400,A
2/23/16,74100,A
2/24/16,63300,A
2/25/16,62200,A
2/26/16,65000,A
2/27/16,57100,A
2/28/16,45100,A
2/29/16,31100,A
3/1/16,32000,A
3/2/16,33000,A
3/3/16,30400,A
3/4/16,30300,A
3/5/16,26700,A
3/6/16,24100,A
3/7/16,25600,A
3/8/16,20700,A
3/9/16,21400,A
3/10/16,17800,A
3/11/16,17100,A
3/12/16,15400,A
3/13/16,13400,A
3/14/16,15000,A
3/15/16,20800,A
3/16/16,31300,A
3/17/16,36500,A
3/18/16,29100,A
3/19/16,22900,A
3/20/16,20100,A
3/21/16,16900,A
3/22/16,15100,A
3/23/16,15300,A
3/24/16,13400,A
3/25/16,11400,A
3/26/16,12700,A
3/27/16,12800,A
3/28/16,11700,A
3/29/16,12200,A
3/30/16,11400,A
3/31/16,11200,A
4/1/16,8860,A
4/2/16,6990,A
4/3/16,8450,A
4/4/16,9760,A
4/5/16,8830,A
4/6/16,7450,A
4/7/16,6980,A
4/8/16,8640,A
4/9/16,8140,A
4/10/16,8840,A
4/11/16,9980,A
4/12/16,10500,A
4/13/16,11100,A
4/14/16,9950,A
4/15/16,9510,A
4/16/16,8830,A
4/17/16,8140,A
4/18/16,7250,A
4/19/16,6500,A
4/20/16,7280,A
4/21/16,6620,A
4/22/16,6630,A
4/23/16,6570,A
4/24/16,7080,A
4/25/16,7630,A
4/26/16,7100,A
4/27/16,14000,A
4/28/16,19100,A
4/29/16,18400,A
4/30/16,19000,A
5/1/16,31700,A
5/2/16,49200,A
5/3/16,62300,A
5/4/16,55900,A
5/5/16,44300,A
5/6/16,49000,A
5/7/16,54500,A
5/8/16,43600,A
5/9/16,30300,A
5/10/16,22400,A
5/11/16,21100,A
5/12/16,26600,A
5/13/16,26300,A
5/14/16,27700,A
5/15/16,26100,A
5/16/16,19500,A
5/17/16,16600,A
5/18/16,15200,A
5/19/16,15600,A
5/20/16,14900,A
5/21/16,18000,A
5/22/16,25900,A
5/23/16,37500,A
5/24/16,34000,A
5/25/16,25200,A
5/26/16,19200,A
5/27/16,15400,A
5/28/16,12900,A
5/29/16,11500,A
5/30/16,9260,A
5/31/16,7830,A
6/1/16,6690,A
6/2/16,8590,A
6/3/16,6610,A
6/4/16,8120,A
6/5/16,10900,A
6/6/16,18700,A
6/7/16,14700,A
6/8/16,14400,A
6/9/16,8620,A
6/10/16,7340,A
6/11/16,5780,A
6/12/16,5690,A
6/13/16,5540,A
6/14/16,4090,A
6/15/16,4460,A
6/16/16,5190,A
6/17/16,4790,A
6/18/16,7810,A
6/19/16,6220,A
6/20/16,6190,A
6/21/16,6080,A
6/22/16,14600,A
6/23/16,37200,A
6/24/16,148000,A
6/25/16,115000,A
6/26/16,61100,A
6/27/16,45700,A
6/28/16,49700,A
6/29/16,42500,A
6/30/16,34800,A
7/1/16,20900,A
7/2/16,18000,A
7/3/16,14800,A
7/4/16,7430,A
7/5/16,11700,A
7/6/16,24300,A
7/7/16,28200,A
7/8/16,22300,A
7/9/16,20500,A
7/10/16,20600,A
7/11/16,12700,A
7/12/16,10500,A
7/13/16,8740,A
7/14/16,11200,A
7/15/16,14000,A
7/16/16,12300,A
7/17/16,9820,A
7/18/16,8070,A
7/19/16,7140,A
7/20/16,6760,A
7/21/16,5500,A
7/22/16,4670,A
7/23/16,4430,A
7/24/16,3410,A
7/25/16,4210,A
7/26/16,3600,A
7/27/16,3580,A
7/28/16,5010,A
7/29/16,5420,A
7/30/16,5920,A
7/31/16,5270,A
8/1/16,4800,A
8/2/16,4440,A
8/3/16,5250,A
8/4/16,4980,A
8/5/16,8930,A
8/6/16,11900,A
8/7/16,11800,A
8/8/16,13800,A
8/9/16,13100,A
8/10/16,8450,A
8/11/16,6460,A
8/12/16,6650,A
8/13/16,5980,A
8/14/16,4650,A
8/15/16,4670,A
8/16/16,4360,A
8/17/16,4860,A
8/18/16,6040,A
8/19/16,6050,A
8/20/16,6080,A
8/21/16,6820,A
8/22/16,7470,A
8/23/16,7510,A
8/24/16,6230,A
8/25/16,4880,A
8/26/16,4480,A
8/27/16,3710,A
8/28/16,2240,A
8/29/16,2910,A
8/30/16,3630,A
8/31/16,4070,A
9/1/16,3250,A
9/2/16,3220,A
9/3/16,3220,A
9/4/16,3070,A
9/5/16,2660,A
9/6/16,3040,A
9/7/16,2380,A
9/8/16,2850,A
9/9/16,3610,A
